u,v,osmid,lanes,name,maxspeed,length,geometry,highway
271010011,271010035,24938676,1,nan,50,63.076,"LINESTRING (14.4816493 46.0782615, 14.4816461 46.0784061, 14.4816399 46.0784909, 14.4816483 46.0785562, 14.4816674 46.0786078, 14.4816963 46.0786607, 14.4817329 46.0787003, 14.4818353 46.0787911)",primary_link
271010011,8397648839,937451766,2,Celovška cesta,60,47.575,"LINESTRING (14.4816493 46.0782615, 14.4815969 46.0783487, 14.4814844 46.0785391, 14.4814536 46.0785905, 14.4814137 46.0786569)",primary
271010035,60920870,4596275,2,nan,50,90.434,"LINESTRING (14.4818353 46.0787911, 14.4821829 46.0789181, 14.4823491 46.0789852, 14.4825353 46.0790641, 14.4828505 46.0791973)",primary_link
271010043,271009799,"[24938680, 833843094]",1,nan,50,48.81999999999999,"LINESTRING (14.4807549 46.078483, 14.4809775 46.0784591, 14.4810386 46.0784489, 14.4810907 46.0784372, 14.4811401 46.078422, 14.4812183 46.0783869, 14.4813344 46.0783291)",primary_link
271010043,8397648836,919826124,3,Kavadarska cesta,50,32.386,"LINESTRING (14.4807549 46.078483, 14.4810075 46.078543, 14.4810737 46.0785616, 14.4811492 46.0785828)",primary_link
271010120,26408594,1213845129,2,Majorja Lavriča ulica,50,79.515,"LINESTRING (14.4803136 46.0790127, 14.4800733 46.0789335, 14.4793681 46.0787281)",primary_link
271234530,271010120,"[904215001, 24960662]",1,Majorja Lavriča ulica,60,54.273999999999994,"LINESTRING (14.4805866 46.079442, 14.4805672 46.0793139, 14.480559 46.079252, 14.480539 46.0792147, 14.4805007 46.0791591, 14.4804666 46.0791292, 14.4803136 46.0790127)",primary_link
271234530,8397664629,983147066,2,Celovška cesta,70,34.821,"LINESTRING (14.4805866 46.079442, 14.4806933 46.0792604, 14.4807242 46.0792134, 14.4807633 46.0791539)",primary
275313548,8412576382,"[541318474, 541318475, 4475782, 152025242]",1.5,nan,60,464.079,"LINESTRING (14.4614812 46.0939577, 14.4616972 46.0942297, 14.4618531 46.0944125, 14.4620275 46.0945577, 14.4622861 46.0947147, 14.4625622 46.0949071, 14.4628231 46.0951319, 14.463092 46.0954171, 14.4632518 46.0956701, 14.4633762 46.0959365, 14.4634342 46.0962578, 14.4634406 46.0968183, 14.4634355 46.0969294, 14.4634268 46.0971112, 14.463419 46.0973065, 14.4634121 46.0974839, 14.4634118 46.0974911, 14.463405 46.0976397, 14.4634044 46.0976487, 14.4634011 46.0976999)",motorway_link
275313548,1634304127,"[64026075, 64026077]",2,Predor Šentvid,80,992.0070000000001,"LINESTRING (14.4614812 46.0939577, 14.4617909 46.0947863, 14.4620598 46.0953256, 14.4634562 46.0975255, 14.4660177 46.1005117, 14.4666268 46.1011963, 14.4672299 46.1018926)",motorway
275313568,280045473,"[283166843, 64026085]",2.5,nan,100,460.04400000000004,"LINESTRING (14.4593235 46.073052, 14.45945 46.0735398, 14.4595297 46.0738671, 14.4596075 46.0741939, 14.4597566 46.0748514, 14.459923 46.075668, 14.4600401 46.0763259, 14.4601227 46.0768188, 14.4601714 46.0771461)",motorway
275313583,26408579,25270239,2,nan,100,587.057,"LINESTRING (14.4581443 46.0698173, 14.4575706 46.0682324, 14.4571066 46.0669474, 14.4562942 46.0646962)",motorway
275313583,26408472,"[25267939, 25267940, 283166853, 497603036]",1.5,nan,50.0,765.893,"LINESTRING (14.4581443 46.0698173, 14.4580257 46.0697072, 14.4579739 46.0695893, 14.4578924 46.0694201, 14.4577712 46.0692308, 14.4576659 46.0690893, 14.457552 46.0689519, 14.4574258 46.0688184, 14.4572892 46.0686911, 14.4571454 46.0685679, 14.4568324 46.0683322, 14.4567323 46.0682514, 14.456684 46.0682097, 14.4566427 46.0681691, 14.4565971 46.06812, 14.4565609 46.0680743, 14.4565288 46.0680293, 14.4564984 46.0679762, 14.4564775 46.0679239, 14.4564635 46.0678743, 14.456453 46.0678184, 14.4564487 46.067765, 14.456449 46.0677117, 14.4564547 46.0676576, 14.4564635 46.0676042, 14.4564784 46.0675494, 14.4564982 46.0675005, 14.4565255 46.0674498, 14.4565545 46.0674008, 14.4565913 46.0673529, 14.4566339 46.0673075, 14.4566935 46.0672542, 14.4567444 46.0672138, 14.4567991 46.0671736, 14.4568212 46.0671614, 14.4568849 46.0671266, 14.4569491 46.0670961, 14.4570187 46.0670691, 14.45709 46.0670448, 14.4571627 46.0670254, 14.457234 46.0670095, 14.4573141 46.0669967, 14.4573916 46.0669879, 14.4574653 46.0669838, 14.4575442 46.0669828, 14.4576291 46.0669863, 14.4577025 46.0669932, 14.457769 46.0670028, 14.4578482 46.0670186, 14.4579254 46.0670382, 14.4579967 46.0670587, 14.4580671 46.0670862, 14.4581317 46.0671134, 14.4581928 46.0671452, 14.4582546 46.0671825, 14.4583076 46.0672196, 14.4583583 46.0672592, 14.4584075 46.0673054, 14.4584476 46.0673482, 14.4584842 46.0673964, 14.458517 46.0674445, 14.458542 46.067496, 14.4585636 46.0675484, 14.4585805 46.0676017, 14.4585909 46.0676522, 14.4585955 46.0677086, 14.4585936 46.0678156, 14.4585779 46.0678867, 14.4585524 46.0679741, 14.4584833 46.068183, 14.4584586 46.068295, 14.4584493 46.0683509, 14.4584423 46.068411, 14.4584334 46.0685609, 14.4584327 46.0686523, 14.4584405 46.0687451, 14.4584543 46.0688185, 14.4584766 46.0689021, 14.458504 46.0689809, 14.4585389 46.0690661, 14.4585905 46.0691693, 14.4586363 46.0692481, 14.4587462 46.0694041, 14.4589142 46.0696105, 14.4589555 46.069752)",motorway_link
278564769,64877802,8886105,2,Podutiška cesta,50,394.278,"LINESTRING (14.4396628 46.0760366, 14.4394152 46.076005, 14.4390741 46.0759775, 14.4387496 46.075986, 14.4383743 46.076021, 14.4381914 46.0760618, 14.4379701 46.0761325, 14.4377859 46.0761848, 14.4377364 46.0761983, 14.4373146 46.0762989, 14.4371349 46.0763203, 14.4369847 46.0763278, 14.436813 46.0763147, 14.4366762 46.0762794, 14.4365488 46.0762254, 14.4364214 46.0761343, 14.4363275 46.0760487, 14.4362591 46.075964, 14.4361921 46.0758552, 14.4360968 46.0756272, 14.436058 46.0755081, 14.4360217 46.0754067, 14.4359654 46.0753296, 14.4358648 46.0752653, 14.4357313 46.0752259, 14.4355809 46.0752026)",tertiary
278564769,43545221,"[14386659, 160677002, 149756682, 441475115, 796654733, 358866675, 358866676, 8886105]",2,Podutiška cesta,35.0,1582.3379999999997,"LINESTRING (14.4396628 46.0760366, 14.4398023 46.0760459, 14.4399117 46.0760411, 14.4400704 46.0760278, 14.4401698 46.0760136, 14.440268 46.0759769, 14.4404161 46.0758847, 14.4406463 46.0757095, 14.4409655 46.0755598, 14.4413184 46.0754252, 14.4416022 46.0752946, 14.4417149 46.0752384, 14.4418876 46.0751863, 14.44195 46.0751675, 14.4421406 46.0751333, 14.4423448 46.0751039, 14.4426139 46.0750633, 14.4431275 46.07491, 14.4432153 46.0748902, 14.4434574 46.0748321, 14.4436084 46.0748001, 14.4438726 46.0747564, 14.444138 46.0747319, 14.4442687 46.0747295, 14.4444123 46.0747295, 14.4445081 46.0747308, 14.444629 46.0747369, 14.4448618 46.0747546, 14.4450525 46.0747728, 14.4455136 46.0748191, 14.4458641 46.0748485, 14.4460558 46.0748402, 14.446312 46.0747974, 14.4466031 46.0747304, 14.4469578 46.074653, 14.4470968 46.0746204, 14.4475606 46.0745117, 14.4478656 46.0744215, 14.4479202 46.0744044, 14.4484473 46.0742336, 14.4486935 46.0741539, 14.4486981 46.0741525, 14.4489438 46.0740756, 14.4492685 46.0739608, 14.4494023 46.0739101, 14.449458 46.0738911, 14.4497895 46.0737674, 14.4502294 46.0736121, 14.450338 46.0735804, 14.4504198 46.0735702, 14.4505486 46.0735618, 14.4506814 46.0735618, 14.4508959 46.0735758, 14.4510743 46.073613, 14.4513358 46.0736967, 14.4518696 46.0738772, 14.4521767 46.0739619, 14.4524811 46.0740242, 14.4526001 46.0740381, 14.4527051 46.0740503, 14.4529746 46.0740843, 14.4534319 46.0741169, 14.4534896 46.074121, 14.4535701 46.0741275, 14.4536555 46.074137, 14.4540797 46.0741843, 14.454309 46.0741889, 14.4544901 46.0741805, 14.4547379 46.0741348, 14.4548682 46.0740991, 14.4550185 46.0740466, 14.4552639 46.0739568, 14.4553346 46.0739355, 14.4555107 46.073894, 14.4557101 46.0738386, 14.4557737 46.0738279, 14.4558669 46.0738128, 14.4560806 46.073774, 14.4562925 46.0737544, 14.4566667 46.0737451, 14.4570798 46.0737637, 14.4575144 46.0738093, 14.4581408 46.0738875, 14.4586462 46.0739414, 14.4589937 46.0739767)","['secondary', 'tertiary']"
278564769,16817271,"[25267936, 1024672826, 25557421, 441475917, 441475918, 7769682, 333090135, 333090136, 1024672825, 149747802, 1024672827, 25267935]",2,Cesta Andreja Bitenca,40,2740.947,"LINESTRING (14.4396628 46.0760366, 14.4396836 46.0761004, 14.4397666 46.0761635, 14.4398333 46.0762177, 14.4398727 46.0762735, 14.439912 46.07634, 14.4399253 46.0764062, 14.4399093 46.0765809, 14.4398466 46.0767976, 14.4397272 46.0771129, 14.4397012 46.0772717, 14.439706 46.0773668, 14.4397232 46.0774144, 14.4397782 46.0775018, 14.4398774 46.0775781, 14.4399608 46.0776187, 14.4401456 46.0776953, 14.4402878 46.0778163, 14.4404085 46.0779456, 14.4405533 46.0781716, 14.4406714 46.0783735, 14.440716 46.0784706, 14.4407487 46.0785799, 14.4407612 46.0786572, 14.4407304 46.0787475, 14.4406188 46.0789859, 14.4405037 46.0792266, 14.4404479 46.0793564, 14.4404326 46.0794024, 14.4404236 46.0794699, 14.4404098 46.0795726, 14.4404236 46.0798254, 14.4404602 46.079941, 14.4405158 46.0800145, 14.440611 46.0800638, 14.4407424 46.0800945, 14.4410227 46.0801057, 14.4411904 46.0801382, 14.4412374 46.0801593, 14.4412883 46.080194, 14.4413526 46.0802787, 14.4413856 46.0803745, 14.4413862 46.0803764, 14.4413915 46.0805792, 14.4413754 46.0806973, 14.4413418 46.0807687, 14.4413124 46.0808313, 14.4412132 46.0809308, 14.4410549 46.081062, 14.4409718 46.0811931, 14.4409262 46.0813076, 14.4409409 46.0813783, 14.4409972 46.0814629, 14.441122 46.0815606, 14.4412789 46.0816736, 14.441352 46.0817248, 14.4414807 46.0818155, 14.4419517 46.0821215, 14.4421898 46.0822478, 14.4423075 46.0823079, 14.4424456 46.0823435, 14.4425812 46.0823535, 14.4427232 46.0823373, 14.4428319 46.0823094, 14.4429134 46.0822586, 14.4430164 46.0821944, 14.4430935 46.0821555, 14.4432056 46.0821296, 14.4433139 46.0821301, 14.4434341 46.0821385, 14.4435077 46.0821502, 14.4436329 46.0821701, 14.4437216 46.0821911, 14.4438223 46.0822036, 14.4440174 46.0822071, 14.4441354 46.0822071, 14.4442762 46.0822006, 14.4444759 46.082157, 14.4448235 46.0820837, 14.4450112 46.0820471, 14.4451962 46.0820434, 14.4453102 46.0820536, 14.4454671 46.0820703, 14.4456696 46.082101, 14.4457434 46.0821103, 14.4458668 46.0821224, 14.4459821 46.0821299, 14.44614 46.082145, 14.4463509 46.0821652, 14.4466889 46.0821652, 14.4469793 46.0821439, 14.4470684 46.0821373, 14.4473273 46.0820973, 14.4474688 46.0820813, 14.4476692 46.082048, 14.4479388 46.0820117, 14.4482218 46.0819801, 14.4484846 46.0819783, 14.4486729 46.081995, 14.4490195 46.0820002, 14.4494202 46.0819859, 14.4496622 46.0819817, 14.4498264 46.0819887, 14.4499655 46.0819956, 14.4503161 46.0820406, 14.450463 46.0820672, 14.4506216 46.082096, 14.4508562 46.0821394, 14.4509361 46.0821611, 14.4510322 46.0821967, 14.451368 46.0823429, 14.4518222 46.0825538, 14.4519966 46.0826152, 14.4522043 46.0826797, 14.4523256 46.0827099, 14.4524904 46.0827415, 14.4528888 46.0827968, 14.4530458 46.0828238, 14.4532362 46.0828573, 14.4533993 46.0828948, 14.4536023 46.0829448, 14.4537977 46.0830068, 14.4538524 46.0830222, 14.4544472 46.0832238, 14.4546644 46.0832992, 14.4549537 46.0833984, 14.455033 46.083431, 14.455193 46.0834967, 14.4552541 46.083521, 14.4554254 46.0836155, 14.4555234 46.0836695, 14.4558553 46.0838182, 14.4559134 46.0838507, 14.456035 46.0839187, 14.4563515 46.0840656, 14.4568612 46.0843038, 14.4571736 46.0844442, 14.4573869 46.084567, 14.4576095 46.0847372, 14.4577664 46.084914, 14.4579045 46.0850484, 14.4580528 46.0851495, 14.4580963 46.0851791, 14.4584705 46.0854646, 14.4587096 46.0856541, 14.4589305 46.0858233, 14.4591393 46.0859661, 14.4592608 46.0860378, 14.4593793 46.0860991, 14.4594672 46.0861407, 14.459553 46.0861798, 14.4597228 46.0862456, 14.4599134 46.0863107, 14.4601363 46.086379, 14.460324 46.0864347, 14.4606212 46.0865217, 14.4609587 46.0866208, 14.4612507 46.0867083, 14.4615121 46.0867771, 14.4616999 46.0868106, 14.4618528 46.0868348, 14.4620445 46.0868562, 14.4621589 46.0868627, 14.462246 46.0868677, 14.4624196 46.0868707, 14.4628766 46.0868686, 14.4632368 46.0868673, 14.4634157 46.0868737, 14.4635143 46.0868789, 14.4638795 46.086916, 14.4640097 46.0869368, 14.4641655 46.0869639, 14.4643241 46.0869985, 14.4645469 46.0870557)",tertiary
278801696,64877802,"[371414497, 25576770]",1,"['Podutiška cesta', 'Toško Čelo']",50,2337.0410000000006,"LINESTRING (14.4156101 46.0845038, 14.4158062 46.0844646, 14.4159457 46.0844287, 14.4162158 46.0843331, 14.4165734 46.0841927, 14.4168976 46.0840768, 14.4174649 46.0838545, 14.417713 46.0837578, 14.4178957 46.0836808, 14.418118 46.0835926, 14.4181837 46.083548, 14.4182353 46.0835173, 14.4183192 46.083474, 14.4184157 46.083441, 14.4185445 46.0834113, 14.4186611 46.083394, 14.4187671 46.083382, 14.4188516 46.083381, 14.4189173 46.0833913, 14.4189736 46.0834238, 14.4190192 46.0834731, 14.4190849 46.0835606, 14.4191895 46.0837066, 14.4192231 46.0837559, 14.419266 46.0837968, 14.4193228 46.0838292, 14.4194028 46.0838601, 14.4200367 46.0840556, 14.4201283 46.0840787, 14.4201954 46.084088, 14.4202825 46.0840824, 14.4203992 46.084061, 14.4205789 46.0840275, 14.4207486 46.0840154, 14.420855 46.0840099, 14.4211006 46.0840117, 14.4212039 46.0839987, 14.4212951 46.0839633, 14.4220564 46.0835543, 14.4223157 46.0833792, 14.4225648 46.0831937, 14.4228298 46.08296, 14.4231127 46.0827254, 14.4231855 46.0826754, 14.4234126 46.0825852, 14.4236951 46.0824719, 14.4238009 46.0824239, 14.4239033 46.0823605, 14.4240572 46.0822299, 14.4242388 46.0820536, 14.4243488 46.0820099, 14.4244145 46.0820341, 14.4244856 46.082088, 14.4245338 46.0821801, 14.4245097 46.0823578, 14.4244493 46.0824342, 14.4243233 46.0826071, 14.4242857 46.0827066, 14.4242789 46.0827629, 14.4243049 46.0828221, 14.4243898 46.0828762, 14.4244923 46.0829057, 14.4246545 46.082915, 14.4248959 46.0828945, 14.4251722 46.0828387, 14.4253962 46.0827578, 14.4256872 46.0826182, 14.4260627 46.0824676, 14.4261398 46.0824256, 14.4262026 46.0823763, 14.4262218 46.0823358, 14.4262416 46.0822223, 14.4262661 46.0821739, 14.4263003 46.0821371, 14.4263879 46.0820879, 14.4265589 46.0820331, 14.4268069 46.082035, 14.426904 46.0820489, 14.4270278 46.0820985, 14.4272161 46.0822173, 14.42733 46.0822815, 14.4274615 46.0823103, 14.4276009 46.082289, 14.4276707 46.0822545, 14.4277082 46.0821773, 14.4276755 46.0820386, 14.427589 46.0818109, 14.4275299 46.0817224, 14.4273998 46.0816638, 14.4273046 46.0816127, 14.427259 46.0815652, 14.4272523 46.0814852, 14.4273207 46.0814183, 14.4273698 46.0813773, 14.4275881 46.0812053, 14.4277136 46.0811066, 14.4277833 46.0810303, 14.4278502 46.0808957, 14.4279607 46.080757, 14.4282247 46.0806463, 14.4284476 46.0805646, 14.4287433 46.0804334, 14.4288509 46.0803708, 14.4289855 46.0802452, 14.4290631 46.0801236, 14.4290894 46.0799552, 14.4292179 46.0797357, 14.4294633 46.0795441, 14.4297181 46.0793476, 14.4298458 46.0792834, 14.4300499 46.0792197, 14.4303339 46.0791799, 14.4305449 46.0791262, 14.4307783 46.0790247, 14.4310656 46.078833, 14.4312078 46.078771, 14.4313799 46.0787352, 14.431659 46.07873, 14.4319232 46.078716, 14.432144 46.0786631, 14.4324157 46.0785508, 14.43257 46.0784561, 14.4326681 46.078375, 14.43328 46.0777926, 14.433551 46.077492, 14.4338267 46.0771741, 14.4340671 46.0768644, 14.434245 46.0766148, 14.4343057 46.0765294, 14.4345796 46.0761894, 14.4348362 46.0758905, 14.4350414 46.0756905, 14.4352332 46.0755109, 14.4353671 46.0753992, 14.4354829 46.0753102, 14.435538 46.0752587, 14.4355809 46.0752026)",tertiary
279305922,279305925,25626712,1,Štajerska cesta,50,58.922,"LINESTRING (14.5425815 46.1047267, 14.5426813 46.1047069, 14.5428608 46.1046646, 14.5429176 46.1046336, 14.542947 46.1046103, 14.5429614 46.1045884, 14.5429779 46.1045569, 14.5429825 46.1045284, 14.5429806 46.1045029, 14.5429721 46.1044768, 14.5429261 46.1043748)",primary_link
279305922,533705481,187009134,2,Dunajska cesta,50,64.002,"LINESTRING (14.5425815 46.1047267, 14.5427377 46.1047242, 14.5429173 46.1047089, 14.5430882 46.1046902, 14.5431435 46.1046821, 14.5433994 46.1046388)",secondary
279305925,1648495036,"[8025380, 1215812388, 8025382, 989879978, 117879475, 42678939, 1164707580]",3.0,Štajerska cesta,70,890.024,"LINESTRING (14.5429261 46.1043748, 14.5424287 46.1041046, 14.5421049 46.1039335, 14.5417026 46.1037163, 14.5415531 46.1036332, 14.5413724 46.1035283, 14.5411711 46.1034024, 14.5409893 46.1032806, 14.5408215 46.1031586, 14.5406508 46.1030255, 14.5404923 46.1028913, 14.5403376 46.1027491, 14.5401947 46.1026095, 14.5400576 46.1024635, 14.5399235 46.1023106, 14.5397832 46.10214, 14.5396262 46.101922, 14.5395104 46.1017517, 14.5394146 46.1015993, 14.5391983 46.1012669, 14.5390025 46.1008847, 14.5388885 46.1006587, 14.5382367 46.0992778, 14.5381066 46.0990051, 14.5379931 46.098774, 14.5377343 46.0982483, 14.5377118 46.0982016, 14.537608 46.0979834, 14.5375147 46.0977913, 14.537412 46.0975807)",primary
279305939,9149350017,25626726,1,Zasavska cesta,50,124.15700000000001,"LINESTRING (14.5427433 46.1041638, 14.5433061 46.1043776, 14.5434491 46.1044148, 14.5435873 46.1044347, 14.5437129 46.1044427, 14.5437677 46.1044443, 14.5439534 46.1044478, 14.5440356 46.1044426, 14.5442607 46.1044333)",primary_link
279305939,30839784,990070861,3,Štajerska cesta,70,79.141,"LINESTRING (14.5427433 46.1041638, 14.543261 46.1044468, 14.5433212 46.10448, 14.5435453 46.104608)",primary
280045473,275313548,"[283166848, 35964273, 540682922, 64026086]",2.5,Predor Šentvid,90.0,1876.0399999999997,"LINESTRING (14.4601714 46.0771461, 14.4602207 46.0774746, 14.4602647 46.0778036, 14.4603253 46.0783007, 14.4603645 46.0786329, 14.4603972 46.0789597, 14.4604661 46.0797342, 14.4605036 46.0802844, 14.4605368 46.0809414, 14.4605547 46.0814397, 14.4605677 46.0819376, 14.4605713 46.0824326, 14.4605701 46.082928, 14.4605636 46.0832614, 14.4605523 46.0835924, 14.4605309 46.0842506, 14.4604762 46.0853897, 14.4604655 46.0855892, 14.4604489 46.086092, 14.4604423 46.0863989, 14.4604382 46.0865882, 14.4604459 46.0870839, 14.4604601 46.0875852, 14.4604704 46.0877816, 14.4604957 46.0882597, 14.4607606 46.0906237, 14.4608406 46.0912381, 14.4609407 46.0918498, 14.46101 46.0922227, 14.4611189 46.0927526, 14.4612875 46.0934118, 14.4614812 46.0939577)",motorway
280045474,43545221,"[25686533, 540682917]",1.5,nan,50,275.87600000000003,"LINESTRING (14.4598862 46.0763741, 14.4597816 46.0762183, 14.4597525 46.0760629, 14.4597109 46.0759083, 14.4596562 46.0757459, 14.4595469 46.0754483, 14.4594257 46.0751297, 14.4592379 46.0746457, 14.4590341 46.0741148, 14.4590145 46.074067, 14.4589937 46.0739767)",motorway_link
280045474,275313583,"[283166833, 64017124]",2.5,nan,100,741.859,"LINESTRING (14.4598862 46.0763741, 14.4598291 46.0760468, 14.4597566 46.0756573, 14.4596931 46.0753308, 14.4596247 46.0750019, 14.4595184 46.0745105, 14.4593692 46.0738831, 14.4592843 46.073529, 14.4591571 46.073043, 14.4590377 46.0726094, 14.4588404 46.0719255, 14.4584999 46.0708471, 14.4581443 46.0698173)",motorway
311629460,8090865711,"[1149608271, 361880307, 1149615700, 1149608247, 1149608248, 1149608250]",1,Letališka cesta,55.0,89.155,"LINESTRING (14.5491862 46.0617181, 14.5492177 46.0616967, 14.5492428 46.0616823, 14.5492663 46.0616704, 14.5492958 46.0616593, 14.549324 46.0616518, 14.5493541 46.061646, 14.5494034 46.0616406, 14.549452 46.0616444, 14.5495223 46.0616563, 14.5495617 46.0616751, 14.5496079 46.0617054, 14.5496745 46.0617499, 14.5497095 46.0617689, 14.5497648 46.0617862, 14.5498252 46.0617965, 14.5499006 46.0618029, 14.550106 46.0618192, 14.5502253 46.0618546)",tertiary
311629659,10694562461,369157583,1,Letališka cesta,50,13.59,"LINESTRING (14.5495598 46.0620072, 14.5495085 46.0620322, 14.5494782 46.0620429, 14.5494493 46.0620522, 14.5494252 46.0620578, 14.5494034 46.0620606)",tertiary
311629659,8090865705,"[868026141, 1149622750]",1,Bratislavska cesta,50,44.829,"LINESTRING (14.5495598 46.0620072, 14.5495451 46.0620349, 14.5495377 46.0620611, 14.5495343 46.0620784, 14.5495335 46.062098, 14.5495375 46.062122, 14.5495869 46.0622341, 14.5496113 46.0622845, 14.5496148 46.0623998)",tertiary
