                              minimum      maximum
R701-unicevanje              0.000000  1150.000000
R702-unicevanje              0.000000     0.000000
R703-unicevanje              0.000000     0.000000
R704-unicevanje              0.000000     0.000000
R705-unicevanje              0.000000  1150.000000
R706-unicevanje              0.000000     0.000000
R707-unicevanje              0.000000     0.000000
R708-unicevanje              0.000000   512.250000
R709-unicevanje              0.000000     0.000000
R710-unicevanje              0.000000     0.000000
R711-unicevanje              0.000000     0.000000
R712-unicevanje              0.000000     0.000000
R713-unicevanje              0.000000  1150.000000
R714-unicevanje              0.000000  1150.000000
R715-unicevanje              0.000000  1150.000000
R716-unicevanje              0.000000  1150.000000
R717-unicevanje              0.000000  1150.000000
R718-unicevanje              0.000000  1150.000000
R719-unicevanje              0.000000  1150.000000
R720-unicevanje              0.000000  1150.000000
R721-unicevanje           1150.000000  1150.000000
R722-unicevanje              0.000000  1150.000000
R723-unicevanje              0.000000  1150.000000
R724-unicevanje              0.000000  1150.000000
R725-unicevanje              0.000000  1150.000000
R726-unicevanje              0.000000  1150.000000
R727-unicevanje              0.000000  1150.000000
R728-unicevanje              0.000000  1150.000000
R729-unicevanje              0.000000  1150.000000
R730-unicevanje              0.000000  1150.000000
R731-unicevanje              0.000000  1150.000000
R732-unicevanje              0.000000  1150.000000
R733-unicevanje              0.000000  1150.000000
R734-unicevanje              0.000000  1150.000000
R735-unicevanje              0.000000  1150.000000
R736-unicevanje              0.000000  1150.000000
R737-unicevanje              0.000000  1150.000000
R738-unicevanje              0.000000  1150.000000
R739-unicevanje              0.000000  1150.000000
R740-unicevanje              0.000000  1150.000000
R741-unicevanje              0.000000  1150.000000
R742-unicevanje              0.000000  1150.000000
R743-unicevanje              0.000000  1150.000000
R744-unicevanje              0.000000  1150.000000
R745-unicevanje              0.000000  1150.000000
R746-unicevanje              0.000000  1150.000000
R747-unicevanje              0.000000  1150.000000
R748-unicevanje              0.000000  1150.000000
R749-unicevanje              0.000000  1150.000000
R750-unicevanje              0.000000  1150.000000
R751-unicevanje              0.000000  1150.000000
R752-unicevanje              0.000000  1150.000000
R753-unicevanje              0.000000  1150.000000
R754-unicevanje              0.000000  1150.000000
R755-unicevanje              0.000000  1150.000000
R756-unicevanje              0.000000  1150.000000
R757-unicevanje              0.000000  1150.000000
R758-unicevanje              0.000000  1150.000000
R759-unicevanje              0.000000     0.000000
R760-unicevanje              0.000000  1128.000000
R761-unicevanje              0.000000     0.000000
R762-unicevanje              0.000000     0.000000
R763-unicevanje              0.000000  1150.000000
R764-unicevanje              0.000000  1150.000000
R765-unicevanje              0.000000  1150.000000
R766-unicevanje              0.000000  1150.000000
R767-unicevanje              0.000000  1150.000000
R768-unicevanje              0.000000  1150.000000
R769-unicevanje              0.000000  1150.000000
R770-unicevanje              0.000000  1150.000000
R771-unicevanje              0.000000  1150.000000
R772-unicevanje              0.000000     0.000000
R773-unicevanje              0.000000     0.000000
R774-unicevanje              0.000000     0.000000
R775-unicevanje              0.000000  1150.000000
R776-unicevanje              0.000000  1150.000000
R777-unicevanje              0.000000  1150.000000
R778-unicevanje              0.000000  1150.000000
R779-unicevanje              0.000000  1150.000000
R780-unicevanje              0.000000     0.000000
R781-unicevanje              0.000000   238.000000
R782-unicevanje              0.000000   238.000000
R783-unicevanje              0.000000     0.000000
R784-unicevanje              0.000000     0.000000
R785-unicevanje              0.000000   238.000000
R786-unicevanje              0.000000     0.000000
R787-unicevanje              0.000000     0.000000
R788-unicevanje              0.000000     0.000000
R789-unicevanje              0.000000     0.000000
R790-unicevanje              0.000000     0.000000
R791-unicevanje              0.000000  1150.000000
R792-unicevanje              0.000000  1150.000000
R793-unicevanje              0.000000  1150.000000
R794-unicevanje              0.000000  1150.000000
R795-unicevanje              0.000000  1150.000000
R796-unicevanje              0.000000  1150.000000
R797-unicevanje              0.000000  1150.000000
R798-unicevanje              0.000000  1150.000000
R799-unicevanje              0.000000     0.000000
R800-unicevanje              0.000000     0.000000
R801-unicevanje           1150.000000  1150.000000
R802-unicevanje              0.000000  1150.000000
R803-unicevanje              0.000000     0.000000
R804-unicevanje              0.000000     0.000000
R805-unicevanje              0.000000     0.000000
R806-unicevanje              0.000000     0.000000
R807-unicevanje              0.000000     0.000000
R808-unicevanje           1150.000000  1150.000000
R809-unicevanje              0.000000     0.000000
R810-unicevanje              0.000000     0.000000
R811-unicevanje              0.000000     0.000000
R812-unicevanje              0.000000     0.000000
R813-unicevanje              0.000000  1150.000000
R814-unicevanje              0.000000  1150.000000
R815-unicevanje              0.000000  1150.000000
R816-unicevanje              0.000000  1150.000000
R817-unicevanje              0.000000  1150.000000
R818-unicevanje              0.000000  1150.000000
R819-unicevanje              0.000000  1150.000000
R820-unicevanje              0.000000  1150.000000
R821-unicevanje           1150.000000  1150.000000
R822-unicevanje              0.000000  1150.000000
R823-unicevanje           1150.000000  1150.000000
R824-unicevanje              0.000000  1150.000000
R825-unicevanje              0.000000  1150.000000
R826-unicevanje              0.000000  1150.000000
R827-unicevanje              0.000000  1150.000000
R828-unicevanje              0.000000  1150.000000
R829-unicevanje              0.000000  1150.000000
R830-unicevanje              0.000000  1150.000000
R831-unicevanje              0.000000  1150.000000
R832-unicevanje              0.000000  1150.000000
R833-unicevanje              0.000000  1150.000000
R834-unicevanje              0.000000  1150.000000
R835-unicevanje              0.000000  1150.000000
R836-unicevanje              0.000000  1150.000000
R837-unicevanje              0.000000  1150.000000
R838-unicevanje              0.000000  1150.000000
R839-unicevanje              0.000000  1150.000000
R840-unicevanje              0.000000  1150.000000
R841-unicevanje              0.000000  1150.000000
R842-unicevanje              0.000000  1150.000000
R843-unicevanje              0.000000  1150.000000
R844-unicevanje              0.000000  1150.000000
R845-unicevanje              0.000000  1150.000000
R846-unicevanje              0.000000  1150.000000
R847-unicevanje              0.000000  1150.000000
R848-unicevanje           1150.000000  1150.000000
R849-unicevanje              0.000000  1150.000000
R850-unicevanje              0.000000  1150.000000
R851-unicevanje              0.000000  1150.000000
R852-unicevanje              0.000000  1150.000000
R853-unicevanje              0.000000  1150.000000
R854-unicevanje              0.000000  1150.000000
R855-unicevanje              0.000000  1150.000000
R856-unicevanje              0.000000  1072.000000
R857-unicevanje              0.000000  1150.000000
R858-unicevanje              0.000000  1150.000000
R859-unicevanje           1150.000000  1150.000000
R860-unicevanje              0.000000  1150.000000
R861-unicevanje              0.000000  1150.000000
R862-unicevanje              0.000000  1150.000000
R863-unicevanje              0.000000  1150.000000
R864-unicevanje              0.000000  1150.000000
R865-unicevanje              0.000000  1150.000000
R866-unicevanje              0.000000  1150.000000
R867-unicevanje              0.000000  1150.000000
R868-unicevanje              0.000000  1150.000000
R869-unicevanje              0.000000  1150.000000
R870-unicevanje              0.000000  1150.000000
R871-unicevanje              0.000000  1150.000000
R872-unicevanje              0.000000  1150.000000
R873-unicevanje              0.000000  1150.000000
R874-unicevanje              0.000000  1150.000000
R875-unicevanje              0.000000  1150.000000
R876-unicevanje              0.000000  1150.000000
R877-unicevanje              0.000000  1150.000000
R878-unicevanje              0.000000  1150.000000
R879-unicevanje              0.000000  1150.000000
R880-unicevanje              0.000000     0.000000
R881-unicevanje              0.000000  1150.000000
R882-unicevanje              0.000000  1150.000000
R883-unicevanje              0.000000  1150.000000
R884-unicevanje              0.000000  1150.000000
R885-unicevanje              0.000000  1150.000000
R886-unicevanje              0.000000  1150.000000
R887-unicevanje              0.000000  1150.000000
R888-unicevanje              0.000000  1150.000000
R889-unicevanje              0.000000  1150.000000
R890-unicevanje              0.000000  1150.000000
R891-unicevanje              0.000000  1150.000000
R892-unicevanje              0.000000  1150.000000
R893-unicevanje              0.000000  1150.000000
R894-unicevanje              0.000000  1150.000000
R895-unicevanje              0.000000  1150.000000
R896-unicevanje              0.000000  1150.000000
R897-unicevanje              0.000000  1150.000000
R898-unicevanje              0.000000  1150.000000
R899-unicevanje              0.000000  1150.000000
R900-unicevanje              0.000000  1150.000000
R901-unicevanje              0.000000  1150.000000
R902-unicevanje              0.000000  1150.000000
R903-unicevanje              0.000000  1150.000000
R904-unicevanje              0.000000  1150.000000
R905-unicevanje              0.000000  1150.000000
R906-unicevanje              0.000000  1150.000000
R907-unicevanje              0.000000  1150.000000
R908-unicevanje              0.000000  1150.000000
R909-unicevanje              0.000000  1150.000000
R910-unicevanje              0.000000  1150.000000
R911-unicevanje              0.000000  1150.000000
R912-unicevanje              0.000000  1150.000000
R913-unicevanje              0.000000  1150.000000
R914-unicevanje              0.000000  1150.000000
R915-unicevanje              0.000000  1150.000000
R916-unicevanje              0.000000  1150.000000
R917-unicevanje              0.000000  1150.000000
R918-unicevanje              0.000000     0.000000
R919-unicevanje              0.000000  1150.000000
R920-unicevanje              0.000000  1150.000000
R921-unicevanje              0.000000     0.000000
R922-unicevanje              0.000000     0.000000
R923-unicevanje              0.000000     0.000000
R924-unicevanje              0.000000     0.000000
R925-unicevanje              0.000000     0.000000
R926-unicevanje              0.000000  1150.000000
R927-unicevanje              0.000000     0.000000
R928-unicevanje              0.000000     0.000000
R929-unicevanje              0.000000  1150.000000
R930-unicevanje              0.000000  1150.000000
R931-unicevanje              0.000000  1150.000000
R932-unicevanje              0.000000  1150.000000
R933-unicevanje              0.000000  1150.000000
R934-unicevanje              0.000000  1150.000000
R935-unicevanje              0.000000  1150.000000
R936-unicevanje              0.000000  1150.000000
R937-unicevanje              0.000000  1150.000000
R938-unicevanje              0.000000  1150.000000
R939-unicevanje              0.000000  1150.000000
R940-unicevanje              0.000000  1150.000000
R941-unicevanje              0.000000  1150.000000
R942-unicevanje              0.000000  1150.000000
R943-unicevanje              0.000000  1150.000000
R944-unicevanje              0.000000  1150.000000
R945-unicevanje              0.000000  1150.000000
R946-unicevanje              0.000000  1150.000000
R947-unicevanje              0.000000  1150.000000
R948-unicevanje              0.000000  1150.000000
R949-unicevanje              0.000000  1150.000000
R950-unicevanje              0.000000     0.000000
R951-unicevanje              0.000000     0.000000
R952-unicevanje              0.000000  1150.000000
R953-unicevanje           1150.000000  1150.000000
R954-unicevanje              0.000000  1150.000000
R955-unicevanje              0.000000  1150.000000
R956-unicevanje              0.000000  1150.000000
R957-unicevanje              0.000000  1150.000000
R958-unicevanje              0.000000  1150.000000
R959-unicevanje              0.000000  1150.000000
R960-unicevanje              0.000000  1150.000000
R961-unicevanje              0.000000  1150.000000
R962-unicevanje              0.000000  1150.000000
R963-unicevanje              0.000000  1150.000000
R964-unicevanje              0.000000  1150.000000
R965-unicevanje              0.000000  1150.000000
R966-unicevanje              0.000000  1150.000000
R967-unicevanje              0.000000  1150.000000
R968-unicevanje              0.000000   512.250000
R969-unicevanje              0.000000   512.250000
R970-unicevanje              0.000000  1150.000000
R971-unicevanje           1150.000000  1150.000000
R972-unicevanje              0.000000  1150.000000
R973-unicevanje           1150.000000  1150.000000
R974-unicevanje              0.000000  1150.000000
R975-unicevanje              0.000000  1150.000000
R976-unicevanje              0.000000  1150.000000
R977-unicevanje              0.000000  1150.000000
R978-unicevanje              0.000000  1150.000000
R979-unicevanje              0.000000  1150.000000
R980-unicevanje              0.000000  1150.000000
R981-unicevanje              0.000000  1150.000000
R982-unicevanje              0.000000  1150.000000
R983-unicevanje              0.000000     0.000000
R984-unicevanje              0.000000  1150.000000
R985-unicevanje              0.000000  1150.000000
R986-unicevanje              0.000000  1150.000000
R987-unicevanje              0.000000  1150.000000
R988-unicevanje              0.000000  1150.000000
R989-unicevanje              0.000000  1150.000000
R990-unicevanje              0.000000  1150.000000
R991-unicevanje              0.000000  1150.000000
R992-unicevanje           1150.000000  1150.000000
R993-uptake               1500.000000  6550.000000
R994-uptake               5000.000000  7450.000000
R995-uptake               5650.000000  5650.000000
R996-uptake               5900.000000  7450.000000
R997-uptake               5250.000000  8350.000000
R998-uptake               4100.000000  4100.000000
R999-uptake               9250.000000  9250.000000
R1000-uptake              1150.000000  8350.000000
R1001-uptake              2150.000000  6550.000000
R1002-uptake              4100.000000  6550.000000
R1003-uptake              2800.000000  6550.000000
R1004-uptake              4600.000000  6550.000000
R1005-uptake               600.000000  6550.000000
R1006-uptake               600.000000  8350.000000
R1007-uptake              2300.000000  6550.000000
R1008-uptake              5750.000000  7450.000000
R1009-uptake              4100.000000  6550.000000
R1010-uptake              1650.000000  6550.000000
R1011-uptake              3450.000000  8350.000000
R1012-uptake              2800.000000  6550.000000
R1013-uptake              1650.000000  6550.000000
R1014-uptake              1650.000000  6550.000000
R1015-uptake              5500.000000  7450.000000
R1016-uptake              4750.000000  4750.000000
R1017-uptake              5000.000000  7450.000000
R1018-uptake              1150.000000  5650.000000
R1019-uptake               600.000000  6550.000000
R1020-uptake              3700.000000  6550.000000
R1021-uptake              4750.000000  4750.000000
R1022-uptake              4100.000000  4100.000000
R1023-uptake              2950.000000  2950.000000
R1024-uptake             18500.000000 18500.000000
R1025-uptake              6550.000000  6550.000000
R1026-uptake              4100.000000  6550.000000
R1027-uptake              2300.000000  2950.000000
R1028-uptake              2300.000000  4750.000000
R1029-uptake              2550.000000  7450.000000
R1030-uptake              1150.000000  2950.000000
R1031-uptake              3850.000000  3850.000000
R1032-uptake              3950.000000  9250.000000
R1033-uptake              5650.000000  5650.000000
R1034-uptake              3050.000000  9250.000000
R1035-uptake              2950.000000  2950.000000
R1036-uptake              5000.000000  7450.000000
R1037-uptake               600.000000  4891.250000
R1038-uptake              4100.000000  6550.000000
R1039-uptake              1150.000000  2950.000000
R1040-uptake              1150.000000  2950.000000
R1041-uptake              4100.000000  4750.000000
R1042-uptake              5750.000000  7450.000000
R1043-uptake               600.000000  7450.000000
R1044-uptake              1650.000000  6550.000000
R1045-uptake               600.000000  4750.000000
R1046-uptake              3700.000000  7450.000000
R1047-uptake              2950.000000  2950.000000
R1048-uptake              4750.000000  4750.000000
R1049-uptake              4100.000000  4100.000000
R1050-uptake              2950.000000  2950.000000
R1051-uptake              2800.000000  8350.000000
R1052-uptake              5250.000000  8350.000000
R1053-uptake              3850.000000  3850.000000
R1054-uptake              5900.000000  8350.000000
R1055-uptake              1150.000000  1150.000000
R1056-uptake              2950.000000  2950.000000
R1057-uptake              1150.000000  2950.000000
R1058-uptake              1150.000000  1150.000000
R1059-uptake              2300.000000  5900.000000
R1060-uptake              2950.000000  6550.000000
R1061-uptake               600.000000  1150.000000
R1062-uptake              1831.500000  1831.500000
R1063-uptake               997.000000   997.000000
R1064-uptake               600.000000  1150.000000
R1065-uptake              7700.000000  7700.000000
R1066-uptake              4100.000000  4750.000000
R1067-uptake              5650.000000  5650.000000
R1068-uptake              4750.000000  4750.000000
R1069-uptake              1150.000000  1150.000000
R1070-uptake              4750.000000  4750.000000
R1071-uptake               606.000000   606.000000
R1072-uptake              6550.000000  6550.000000
R1073-uptake              2950.000000  2950.000000
R1074-uptake              1150.000000  1150.000000
R1075-uptake              2950.000000  2950.000000
R1076                        0.000000  3600.000000
R1077                     1274.500000  5400.000000
R1078                        0.000000  3600.000000
R1079                        0.000000  4500.000000
R1080                        0.000000  3600.000000
R1081                        0.000000  5400.000000
R1082                        0.000000  3600.000000
R1083                        0.000000  4500.000000
R1084                        0.000000  4500.000000
R1085                        0.000000  1800.000000
R1086                        0.000000  3600.000000
R1087                        0.000000  4500.000000
R1088                     1800.000000  1800.000000
R1089                     1650.000000  3600.000000
R1090                        0.000000 10800.000000
R1091                        0.000000  7825.000000
R1092                        0.000000  3600.000000
R1093                        0.000000  3448.500000
R1094                        0.000000  8100.000000
R1095                      748.500000   748.500000
R1096                        0.000000  2700.000000
R1097                        0.000000  3600.000000
R1098                        0.000000  3600.000000
R1099                      376.250000  4500.000000
R1100                        0.000000  1800.000000
R1101                        0.000000  4500.000000
R1102                        0.000000  6600.000000
R1103                        0.000000  3600.000000
R1104                        0.000000  3600.000000
R1105                      650.000000  2928.000000
R1106                     2700.000000  2700.000000
R1107                     3600.000000  3600.000000
R1108                        0.000000  3450.000000
R1109                        0.000000  3600.000000
R1110                        0.000000  3600.000000
R1111                        0.000000  1800.000000
R1112                        0.000000  4500.000000
R1113                        0.000000  3600.000000
R1114                        0.000000  4500.000000
R1115                        0.000000  1800.000000
R1116                        0.000000  1800.000000
R1117                        0.000000  4500.000000
R1118                        0.000000     0.000000
R1119                     4500.000000  8100.000000
R1120                        0.000000  6300.000000
R1121                        0.000000  5400.000000
R1122                     1800.000000  4500.000000
R1123                        0.000000  4500.000000
R1124                        0.000000   228.000000
R1125                        0.000000  5400.000000
R1126                      599.500000   599.500000
R1127                     1800.000000  8100.000000
R1128                        0.000000  1800.000000
R1129                        0.000000  5400.000000
R1130                        0.000000  1550.000000
R1131                     4500.000000  4500.000000
R1132                     1150.000000  5400.000000
R1133                        0.000000  4900.000000
R1134                        0.000000  4500.000000
R1135                        0.000000  4123.750000
R1136                        0.000000  4500.000000
R1137                        0.000000  4500.000000
R1138                        0.000000  3600.000000
R1139                        0.000000  4500.000000
R1140                        0.000000  4500.000000
R1141                      376.250000  4500.000000
R1142                        0.000000  3600.000000
R1143                        0.000000  4500.000000
R1144                        0.000000  3600.000000
R1145                        0.000000  4500.000000
R1146                        0.000000  3600.000000
R1147                        0.000000  5628.000000
R1148                        0.000000  5400.000000
R1149                        0.000000  4500.000000
R1150                        0.000000  1800.000000
R1151                      594.000000   594.000000
R1152                      546.500000   546.500000
R1153                        0.000000  5222.500000
R1154                        0.000000  1622.500000
R1155                     1980.500000  5400.000000
R1156                      235.750000  3600.000000
R1157                        0.000000   483.750000
R1158                     4016.250000  4500.000000
R1159                        0.000000     0.000000
R1160                     1999.250000  3600.000000
R1161                        0.000000  1350.750000
R1162                        0.000000  4500.000000
R1163                        0.000000  4500.000000
R1164                        0.000000  4500.000000
R1165                        0.000000  5400.000000
R1166                     3600.000000  3600.000000
R1167                     1150.000000  2700.000000
R1168                        0.000000  3600.000000
R1169                        0.000000  5400.000000
R1170                      796.000000  3600.000000
R1171                        0.000000  4604.000000
R1172                        0.000000  1800.000000
R1173                        0.000000  1800.000000
R1174                        0.000000  3600.000000
R1175                        0.000000  5400.000000
R1176                        0.000000  7200.000000
R1177                        0.000000  3600.000000
R1178                        0.000000  5400.000000
R1179                        0.000000  2700.000000
R1180                        0.000000  2700.000000
R1181                        0.000000  5400.000000
R1182                      237.000000   237.000000
R1183                        0.000000  3600.000000
R1184                        0.000000  4500.000000
R1185                        0.000000  5400.000000
R1186                        0.000000  1800.000000
R1187                        0.000000  3600.000000
R1188                        0.000000  4500.000000
R1189                        0.000000  4500.000000
R1190                        0.000000  5400.000000
R1191                        0.000000  3600.000000
R1192                        0.000000  4500.000000
R1193                        0.000000  3600.000000
R1194                     2472.000000  5400.000000
R1195                     1800.000000  2700.000000
R1196                        0.000000  2928.000000
R1197                     1572.000000  2700.000000
R1198                        0.000000     0.000000
R1199                        0.000000  2928.000000
R1200                        0.000000     0.000000
R1201                        0.000000  1800.000000
R1202                     5400.000000  5400.000000
R1203                     1800.000000  1800.000000
R1204                     2450.000000  5400.000000
R1205                        0.000000  1800.000000
R1206                        0.000000  2950.000000
R1207                        0.000000  1800.000000
R1208                     1800.000000  1800.000000
R1209                     1150.000000  1150.000000
R1210                     4500.000000  4500.000000
R1211                     3600.000000  3600.000000
R1212                        0.000000  3600.000000
R1213                     1800.000000  4500.000000
R1214                        0.000000  3600.000000
R1215                      150.000000  1400.000000
R1216                        0.000000  1150.000000
R1217                     2600.000000  3850.000000
R1218                        0.000000  4900.000000
R1219                        0.000000  3600.000000
R1220                        0.000000  3600.000000
R1221                        0.000000     0.000000
R1222                     1801.000000  8100.000000
R1223                        0.000000  3600.000000
R1224                        0.000000  3600.000000
R1225                        0.000000  2950.000000
R1226                        0.000000  1250.000000
R1227                       50.000000  9000.000000
R1228                        0.000000  3600.000000
R1229                        0.000000  4500.000000
R1230                        0.000000  5400.000000
R1231                        0.000000  8100.000000
R1232                     1349.000000  7200.000000
R1233                        0.000000  5400.000000
R1234                        0.000000  1800.000000
R1235                        0.000000  3600.000000
R1236                        0.000000  3600.000000
R1237                        0.000000  4500.000000
R1238                        0.000000  4500.000000
R1239                        0.000000  3600.000000
R1240                        0.000000  3600.000000
R1241                        0.000000  3600.000000
R1242                        0.000000  7200.000000
R1243                        0.000000  5400.000000
R1244                        0.000000  7200.000000
R1245                        0.000000  4500.000000
R1246                        0.000000  3600.000000
R1247                        0.000000  3600.000000
R1248                        0.000000  7200.000000
R1249                        0.000000   500.000000
R1250                        0.000000  4500.000000
R1251                     2200.000000  2700.000000
R1252                      650.000000  1150.000000
R1253                        0.000000  4500.000000
R1254                        0.000000  7200.000000
R1255                        0.000000  5851.000000
R1256                        0.000000  5400.000000
R1257                        0.000000     0.000000
R1258                        0.000000     0.000000
R1259                        0.000000   550.000000
R1260                        0.000000  1300.000000
R1261                     1800.000000  1800.000000
R1262                     1150.000000  3600.000000
R1263                        0.000000  2450.000000
R1264                     1800.000000  1800.000000
R1265                     3600.000000  3600.000000
R1266                     2450.000000  3450.000000
R1267                      150.000000  1150.000000
R1268                     2450.000000  3600.000000
R1269                     1800.000000  1800.000000
R1270                     2300.000000  3600.000000
R1271                     1800.000000  1800.000000
R1272                     3600.000000  3600.000000
R1273                     1800.000000  1800.000000
R1274                        0.000000  3600.000000
R1275                        0.000000  3600.000000
R1276                        0.000000  3600.000000
R1277                        0.000000  4250.000000
R1278                     1800.000000  1800.000000
R1279                     3600.000000  3600.000000
R1280                        0.000000     0.000000
R1281                     2187.750000  2700.000000
R1282                        0.000000     0.000000
R1283                     2300.000000  3600.000000
R1284                     1150.000000  2850.000000
R1285                        0.000000  1700.000000
R1286                     2700.000000  2700.000000
R1287                     3600.000000  3600.000000
R1288                     2450.000000  4750.000000
R1289                        0.000000     0.000000
R1290                     1300.000000  3600.000000
R1291                     1800.000000  1800.000000
R1292                     1150.000000  3600.000000
R1293                        0.000000  2450.000000
R1294                        0.000000  2450.000000
R1295                     1800.000000  1800.000000
R1296                     1150.000000  3600.000000
R1297                        0.000000  2450.000000
R1298                     3600.000000  3600.000000
R1299                     1150.000000  3600.000000
R1300                        0.000000  2450.000000
R1301                        0.000000  1300.000000
R1302                     1800.000000  1800.000000
R1303                     1150.000000  3600.000000
R1304                     1800.000000  1800.000000
R1305                     1150.000000  3600.000000
R1306                        0.000000  2450.000000
R1307                     1800.000000  1800.000000
R1308                     1150.000000  3600.000000
R1309                        0.000000  2450.000000
R1310                      500.000000  2450.000000
R1311                        0.000000  1950.000000
R1312                     1800.000000  1800.000000
R1313                     4500.000000  4500.000000
R1314                        0.000000     0.000000
R1315                     3350.000000  3600.000000
R1316                     2200.000000  4500.000000
R1317                     1287.750000  6300.000000
R1318                     1287.750000  1800.000000
R1319                        0.000000  3450.000000
R1320                        0.000000  1150.000000
R1321                        0.000000     0.000000
R1322                        0.000000  3600.000000
R1323                        0.000000     0.000000
R1324                        0.000000  5400.000000
R1325                        0.000000  3450.000000
R1326                        1.000000  3600.000000
R1327                     3600.000000  3600.000000
R1328                        0.000000     0.000000
R1329                      150.000000  3600.000000
R1330                        0.000000  1150.000000
R1331                     2700.000000  2700.000000
R1332                     1150.000000  3600.000000
R1333                        0.000000  4500.000000
R1334                     1800.000000  1800.000000
R1335                     1150.000000  3600.000000
R1336                     2450.000000  4100.000000
R1337                        0.000000     0.000000
R1338                        0.000000  3600.000000
R1339                        0.000000  7200.000000
R1340                      275.000000  5400.000000
R1341                        0.000000  4500.000000
R1342                        0.000000  4500.000000
R1343                        0.000000  4500.000000
R1344                      189.500000   189.500000
R1345                     1274.500000  3600.000000
R1346                        0.000000  5400.000000
R1347                        0.000000  4500.000000
R1348                     1238.000000  1238.000000
R1349                        0.000000  9000.000000
R1350                        0.000000  4500.000000
R1351                        0.000000  4500.000000
R1352                        0.000000  4500.000000
R1353                        0.000000  3600.000000
R1354                        0.000000  3600.000000
R1355                      415.500000   415.500000
R1356                        0.000000  4500.000000
R1357                        0.000000  4500.000000
R1358                        0.000000  4500.000000
R1359                     1150.000000  3600.000000
R1360                     1150.000000  3600.000000
R1361                        0.000000  3600.000000
R1362                        0.000000  3600.000000
R1363                        0.000000  3600.000000
R1364                        0.000000  3600.000000
R1365                        0.000000  3600.000000
R1366                        0.000000  3600.000000
R1367                        0.000000  4500.000000
R1368                        0.000000  3600.000000
R1369                        0.000000  3600.000000
R1370                        0.000000  4500.000000
R1371                        0.000000  1800.000000
R1372                        0.000000  4500.000000
R1373                        0.000000  4500.000000
R1374                        0.000000  3600.000000
R1375                        0.000000     0.000000
R1376                        0.000000  6300.000000
R1377                        0.000000     0.000000
R1378                        0.000000  4500.000000
R1379                        0.000000  3600.000000
R1380                        0.000000  9000.000000
R1381                        0.000000  5400.000000
R1382                      620.750000   620.750000
R1383                        0.000000  1800.000000
R1384                        0.000000  1800.000000
R1385                     5400.000000  6000.000000
R1386                        0.000000     0.000000
R1387                      722.500000   722.500000
R1388                        0.000000  4500.000000
R1389                        0.000000  1800.000000
R1390                        0.000000  3600.000000
R1391                        0.000000  3600.000000
R1392                        0.000000  1800.000000
R1393                        0.000000  1800.000000
R1394                        0.000000  3600.000000
R1395                        0.000000  5400.000000
R1396                        0.000000  3600.000000
R1397                        0.000000  3600.000000
R1398                        0.000000  6300.000000
R1399                        0.000000  3600.000000
R1400                        0.000000  4500.000000
R1401                        0.000000  1800.000000
R1402                        0.000000  4500.000000
R1403                        0.000000  5400.000000
R1404                        0.000000  3600.000000
R1405                        0.000000  3600.000000
R1406                        0.000000  4500.000000
R1407                      650.000000  3600.000000
R1408                        0.000000  7200.000000
R1409                     1572.000000  4500.000000
R1410                        0.000000  2928.000000
R1411                        0.000000  2928.000000
R1412                     4272.000000  4500.000000
R1413                        0.000000  4500.000000
R1414                        0.000000  3600.000000
R1415                        0.000000  5400.000000
R1416                        0.000000  1800.000000
R1417                        0.000000  3600.000000
R1418                        0.000000  4500.000000
R1419                        0.000000  4500.000000
R1420                        0.000000   650.000000
R1421                        0.000000   650.000000
R1422                     5400.000000  5400.000000
R1423                        0.000000  1800.000000
R1424                        0.000000   512.250000
R1425                     3600.000000  3600.000000
R1426                     1800.000000  4500.000000
R1427                        0.000000     0.000000
R1428                        0.000000  4500.000000
R1429                        0.000000  4500.000000
R1430                        0.000000  1150.000000
R1431                        0.000000  3600.000000
R1432                     3600.000000  3600.000000
R1433                        0.000000     0.000000
R1434                        0.000000     0.000000
R1435                      650.000000  4500.000000
R1436                        0.000000  2950.000000
R1437                        0.000000  3600.000000
R1438                        0.000000     0.000000
R1439                      650.000000  3600.000000
R1440                      650.000000  3600.000000
R1441                        0.000000     0.000000
R1442                     1800.000000  1800.000000
R1443                     2300.000000  3600.000000
R1444                        0.000000     0.000000
R1445                     3600.000000  3600.000000
R1446                     2450.000000  6800.000000
R1447                        0.000000  3600.000000
R1448                        0.000000  5400.000000
R1449                        0.000000  4500.000000
R1450                        0.000000  3600.000000
R1451                        0.000000  3600.000000
R1452                     1150.000000  2450.000000
R1453                     3600.000000  3600.000000
R1454                     4500.000000  4500.000000
R1455                        0.000000  1800.000000
R1456                     1800.000000  3600.000000
R1457                        0.000000     0.000000
R1458                        0.000000  3600.000000
R1459                        0.000000  4500.000000
R1460                        0.000000  1800.000000
R1461                        0.000000  4500.000000
R1462                        0.000000  4500.000000
R1463                        0.000000  1800.000000
R1464                        0.000000  1800.000000
R1465                        0.000000  1800.000000
R1466                        0.000000  1800.000000
R1467                        0.000000  1800.000000
R1468                        0.000000  1800.000000
R1469                        0.000000  1800.000000
R1470                        0.000000  1800.000000
R1471                        0.000000  1800.000000
R1472                      650.000000  2300.000000
R1473                      150.000000  1800.000000
R1474                        0.000000  4500.000000
R1475                        0.000000  4500.000000
R1476                      165.000000   165.000000
R1477                     2950.000000  3600.000000
R1478                        0.000000  4500.000000
R1479                        0.000000  4500.000000
R1480                      900.000000  3600.000000
R1481                        0.000000  3600.000000
