                              minimum      maximum
R2355                        0.000000  1800.000000
R2356                        0.000000  4500.000000
R2357                        0.000000  5400.000000
R2358                        0.000000  4500.000000
R2359                     4500.000000  4500.000000
R2360                      247.000000   247.000000
R2361                        0.000000  1800.000000
R2362                        0.000000  1800.000000
R2363                        0.000000  4500.000000
R2364                        0.000000  7200.000000
R2365                        0.000000  8100.000000
R2366                      354.500000   354.500000
R2367                        0.000000     0.000000
R2368                        0.000000  3351.500000
R2369                      248.500000  8100.000000
R2370                        0.000000  7851.500000
R2371                      248.500000  3848.500000
R2372                        0.000000  5400.000000
R2373                        0.000000  4500.000000
R2374                        0.000000  5400.000000
R2375                        0.000000  4500.000000
R2376                     1800.000000  4500.000000
R2377                        0.000000  2700.000000
R2378                       82.500000  1882.500000
R2379                        0.000000  7117.500000
R2380                        0.000000  1800.000000
R2381                        0.000000  4500.000000
R2382                        0.000000  3600.000000
R2383                        0.000000  1800.000000
R2384                        0.000000  1800.000000
R2385                        0.000000  1800.000000
R2386                        0.000000  1800.000000
R2387                      400.000000  1800.000000
R2388                        0.000000  1400.000000
R2389                        0.000000   250.000000
R2390                        0.000000  1800.000000
R2391                        0.000000  1800.000000
R2392                        0.000000  1800.000000
R2393                        0.000000  1800.000000
R2394                        0.000000  1800.000000
R2395                     1550.000000  1800.000000
R2396                        0.000000     0.000000
R2397                        0.000000  1150.000000
R2398                        0.000000  4500.000000
R2399                        0.000000  1800.000000
R2400                     3600.000000  8100.000000
R2401                        0.000000     0.000000
R2402                        0.000000   650.000000
R2403                     1800.000000  1800.000000
R2404                        0.000000  3600.000000
R2405                        0.000000   969.500000
R2406                     2450.000000  4500.000000
R2407                        0.000000     0.000000
R2408                        0.000000  1800.000000
R2409                        0.000000  1800.000000
R2410                        0.000000  1800.000000
R2411                        0.000000  1800.000000
R2412                        0.000000  6962.000000
R2413                        0.000000  1800.000000
R2414                      238.000000  5400.000000
R2415                        0.000000  3600.000000
R2416                        0.000000  1800.000000
R2417                        0.000000  5400.000000
R2418                        0.000000     0.000000
R2419                        0.000000  3600.000000
R2420                     3600.000000  9000.000000
R2421                        0.000000     0.000000
R2422                      464.500000   464.500000
R2423                        0.000000  1800.000000
R2424                        0.000000  5125.000000
R2425                        0.000000  3600.000000
R2426                        0.000000  3963.000000
R2427                      450.000000   450.000000
R2428                        0.000000     0.000000
R2429                        0.000000  3600.000000
R2430                        0.000000  4199.500000
R2431                        0.000000  1800.000000
R2432                        0.000000  1800.000000
R2433                        0.000000  1800.000000
R2434                        0.000000  1800.000000
R2435                        0.000000  1800.000000
R2436                        0.000000  1800.000000
R2437                        0.000000  1800.000000
R2438                        0.000000  1800.000000
R2439                        0.000000  1800.000000
R2440                        0.000000  4500.000000
R2441                        0.000000  2596.000000
R2442                        0.000000  1800.000000
R2443                        0.000000  1800.000000
R2444                        0.000000  1800.000000
R2445                        0.000000  1800.000000
R2446                     1004.000000  3600.000000
R2447                        0.000000  1800.000000
R2448                        0.000000  1800.000000
R2449                        0.000000  1150.000000
R2450                        0.000000  1650.000000
R2451                        0.000000  1800.000000
R2452                        0.000000  1276.000000
R2453                        0.000000  1276.000000
R2454                        0.000000  1800.000000
R2455                       52.500000  1027.500000
R2456                     1306.000000  1306.000000
R2457                        0.000000  3076.000000
R2458                        0.000000  1800.000000
R2459                     1027.500000  1027.500000
R2460                        0.000000  1306.000000
R2461                        0.000000  1882.500000
R2462                        0.000000  7200.000000
R2463                        0.000000  3600.000000
R2464                        0.000000  8100.000000
R2465                        0.000000  3600.000000
R2466                        0.000000  6300.000000
R2467                        0.000000  4500.000000
R2468                        0.000000  1800.000000
R2469                        0.000000  2700.000000
R2470                        0.000000  7200.000000
R2471                        0.000000  5400.000000
R2472                      941.000000   941.000000
R2473                        0.000000  4500.000000
R2474                        0.000000  4500.000000
R2475                        0.000000  2700.000000
R2476                        0.000000  4500.000000
R2477                        0.000000  4500.000000
R2478                        0.000000  3600.000000
R2479                        0.000000  4500.000000
R2480                      650.000000  5400.000000
R2481                        0.000000  3600.000000
R2482                        0.000000  1800.000000
R2483                        0.000000  4500.000000
R2484                     1800.000000  3600.000000
R2485                      387.750000  3600.000000
R2486                        0.000000     0.000000
R2487                        0.000000     0.000000
R2488                     1800.000000  6300.000000
R2489                        0.000000     0.000000
R2490                        0.000000  8100.000000
R2491                      451.000000  8100.000000
R2492                        0.000000  3600.000000
R2493                        0.000000  3600.000000
R2494                        0.000000  1800.000000
R2495                        0.000000  1800.000000
R2496                        0.000000  1800.000000
R2497                        0.000000  1800.000000
R2498                        0.000000  1800.000000
R2499                        0.000000  1800.000000
R2500                        0.000000  1800.000000
R2501                        0.000000  1800.000000
R2502                        0.000000  1800.000000
R2503                        0.000000  1800.000000
R2504                        0.000000  1800.000000
R2505                        0.000000  1800.000000
R2506                        0.000000  1800.000000
R2507                      650.000000  1800.000000
R2508                        0.000000  1150.000000
R2509                        0.000000  1800.000000
R2510                     1800.000000  1800.000000
R2511                     1800.000000  1800.000000
R2512                        0.000000  1800.000000
R2513                        0.000000  1696.750000
R2514                        0.000000  1800.000000
R2515                        0.000000  1800.000000
R2516                        0.000000  1800.000000
R2517                        0.000000  1800.000000
R2518                        0.000000  1800.000000
R2519                        0.000000  1800.000000
R2520                        0.000000  1800.000000
R2521                        0.000000  1800.000000
R2522                        0.000000  1800.000000
R2523                        0.000000  1800.000000
R2524                        0.000000     0.000000
R2525                        0.000000  5400.000000
R2526                        0.000000  3600.000000
R2527                        0.000000  5400.000000
R2528                        0.000000  3600.000000
R2529                        0.000000  3600.000000
R2530                        0.000000  3600.000000
R2531                        0.000000  3600.000000
R2532                        0.000000  3600.000000
R2533                        0.000000  3600.000000
R2534                        0.000000  3600.000000
R2535                        0.000000  3600.000000
R2536                        0.000000  3600.000000
R2537                        0.000000  5400.000000
R2538                        0.000000  3600.000000
R2539                        0.000000  5400.000000
R2540                        0.000000  3600.000000
R2541                        0.000000  3600.000000
R2542                        0.000000  3600.000000
R2543                        0.000000  7200.000000
R2544                        0.000000  4500.000000
R2545                        0.000000  7200.000000
R2546                        0.000000  2700.000000
R2547                        0.000000  4500.000000
R2548                        0.000000  3600.000000
R2549                        0.000000  3600.000000
R2550                        0.000000  3600.000000
R2551                        0.000000  1800.000000
R2552                        0.000000  3600.000000
R2553                        0.000000  3600.000000
R2554                        0.000000  4500.000000
R2555                        0.000000  4500.000000
R2556                        0.000000  3600.000000
R2557                     1280.000000  1280.000000
R2558                        0.000000  3600.000000
R2559                        0.000000  4500.000000
R2560                        0.000000  4500.000000
R2561                        0.000000  5400.000000
R2562                        0.000000  5400.000000
R2563                        0.000000  3600.000000
R2564                        0.000000  5400.000000
R2565                     1569.500000  1569.500000
R2566                        0.000000  3600.000000
R2567                        0.000000  5400.000000
R2568                        0.000000  5400.000000
R2569                        0.000000  1800.000000
R2570                        0.000000  3600.000000
R2571                        0.000000  5650.000000
R2572                        0.000000  3600.000000
R2573                        0.000000  2700.000000
R2574                        0.000000  3600.000000
R2575                        0.000000  1800.000000
R2576                        0.000000  7200.000000
R2577                        0.000000  3600.000000
R2578                        0.000000  9000.000000
R2579                        0.000000  7200.000000
R2580                        0.000000  5400.000000
R2581                       86.000000  3600.000000
R2582                      900.000000  4500.000000
R2583                        0.000000  4500.000000
R2584                        0.000000  5400.000000
R2585                        0.000000     0.000000
R2586                     1572.000000  5400.000000
R2587                        0.000000  3600.000000
R2588                        0.000000  1800.000000
R2589                        0.000000  3600.000000
R2590                        0.000000  1800.000000
R2591                        0.000000  3600.000000
R2592                        0.000000  1800.000000
R2593                        0.000000  1800.000000
R2594                        0.000000  3600.000000
R2595                        0.000000  1800.000000
R2596                        0.000000  5400.000000
R2597                        0.000000  1800.000000
R2598                        0.000000  3600.000000
R2599                        0.000000  1800.000000
R2600                        0.000000  5400.000000
R2601                        0.000000  3600.000000
R2602                        0.000000  3600.000000
R2603                        0.000000  3600.000000
R2604                     1800.000000  3600.000000
R2605                        0.000000  3600.000000
R2606                        0.000000  3600.000000
R2607                        0.000000  3600.000000
R2608                      238.000000  7200.000000
R2609                        0.000000  3850.000000
R2610                        0.000000  5400.000000
R2611                     1468.250000  6000.000000
R2612                        0.000000  4500.000000
R2613                        0.000000  4123.750000
R2614                     1175.000000  9000.000000
R2615                        0.000000  8100.000000
R2616                        0.000000  4500.000000
R2617                        0.000000  6300.000000
R2618                        0.000000  5400.000000
R2619                       82.500000  7200.000000
R2620                        0.000000  4500.000000
R2621                        0.000000  1800.000000
R2622                     1572.000000  1800.000000
R2623                        0.000000  1800.000000
R2624                        0.000000  1800.000000
R2625                        0.000000  2028.000000
R2626                     1004.000000  3600.000000
R2627                        0.000000  1800.000000
R2628                        0.000000  1800.000000
R2629                        0.000000  1800.000000
R2630                        0.000000  1800.000000
R2631                        0.000000     0.000000
R2632                        0.000000     0.000000
R2633                     1562.000000  1800.000000
R2634                     1800.000000  1800.000000
R2635                        0.000000     0.000000
R2636                        0.000000     0.000000
R2637                     1800.000000  1800.000000
R2638                        0.000000  1800.000000
R2639                        0.000000  1800.000000
R2640                        0.000000  6000.000000
R2641                     3568.250000  8100.000000
R2642                        0.000000  6600.000000
R2643                        0.000000  6300.000000
R2644                        0.000000  1800.000000
R2645                      248.500000  3600.000000
R2646                        0.000000  4500.000000
R2647                        0.000000  1800.000000
R2648                        0.000000  3600.000000
R2649                        0.000000  4500.000000
R2650                        0.000000  3600.000000
R2651                     1276.000000  1276.000000
R2652                        0.000000  2571.500000
R2653                      568.000000  3139.500000
R2654                        0.000000  2596.000000
R2655                        0.000000  1800.000000
R2656                        0.000000  1800.000000
R2657                        0.000000  1800.000000
R2658                        0.000000  1800.000000
R2659                      796.000000  5400.000000
R2660                        0.000000  4500.000000
R2661                        0.000000  1800.000000
R2662                        0.000000  1800.000000
R2663                        0.000000  4500.000000
R2664                        0.000000  3600.000000
R2665                        0.000000  1800.000000
R2666                        0.000000  3600.000000
R2667                        0.000000  1800.000000
R2668                        0.000000  3600.000000
R2669                     2737.500000  2737.500000
R2670                        0.000000  6299.000000
R2671                        0.000000  4125.500000
R2672                        0.000000  5400.000000
R2673                      555.500000   555.500000
R2674                        0.000000  2596.000000
R2675                      451.000000  1800.000000
R2676                        0.000000  3600.000000
R2677                        0.000000  1800.000000
R2678                        0.000000  3600.000000
R2679                        0.000000  1800.000000
R2680                        0.000000  3600.000000
R2681                        0.000000  1800.000000
R2682                        0.000000  1800.000000
R2683                     3600.000000  3600.000000
R2684                        0.000000  7200.000000
R2685                        0.000000  3600.000000
R2686                        0.000000  2841.750000
R2687                        0.000000  1800.000000
R2688                        0.000000  1800.000000
R2689                      748.500000   748.500000
R2690                        0.000000  1800.000000
R2691                      150.000000  3600.000000
R2692                        0.000000  2300.000000
R2693                        0.000000  3600.000000
R2694                        0.000000  1800.000000
R2695                        0.000000     0.000000
R2696                        0.000000  3600.000000
R2697                        0.000000  1800.000000
R2698                        0.000000  1800.000000
R2699                        0.000000  1800.000000
R2700                        0.000000  1800.000000
R2701                        0.000000  1800.000000
R2702                        0.000000  1800.000000
R2703                        0.000000  1800.000000
R2704                        0.000000  3100.000000
R2705                     1150.000000  1800.000000
R2706                        0.000000     0.000000
R2707                        0.000000  1150.000000
R2708                     1800.000000  1800.000000
R2709                        0.000000  1800.000000
R2710                        0.000000  1800.000000
R2711                        0.000000  1800.000000
R2712                        0.000000  1800.000000
R2713                        0.000000  3600.000000
R2714                        0.000000  1800.000000
R2715                        0.000000  1800.000000
R2716                        0.000000  1800.000000
R2717                        0.000000  1800.000000
R2718                        0.000000  1800.000000
R2719                        0.000000  1800.000000
R2720                        0.000000  3599.000000
R2721                        1.000000  8100.000000
R2722                        0.000000  8099.000000
R2723                        1.000000  5400.000000
R2724                        0.000000  1800.000000
R2725                      650.000000  3600.000000
R2726                        0.000000  5400.000000
R2727                        0.000000  4500.000000
R2728                        0.000000  3600.000000
R2729                        0.000000  1800.000000
R2730                        0.000000  3600.000000
R2731                        0.000000  1150.000000
R2732                        0.000000  1800.000000
R2733                        0.000000  1800.000000
R2734                        0.000000  1800.000000
R2735                        0.000000  1800.000000
R2736                        0.000000  3600.000000
R2737                        0.000000  1800.000000
R2738                        0.000000  3600.000000
R2739                        0.000000  1800.000000
R2740                        0.000000  3600.000000
R2741                        0.000000  1800.000000
R2742                        0.000000  3600.000000
R2743                        0.000000  4500.000000
R2744                        0.000000  1800.000000
R2745                        0.000000  1800.000000
R2746                        0.000000  9000.000000
R2747                        0.000000  8100.000000
R2748                        0.000000  4500.000000
R2749                        0.000000  5400.000000
R2750                      141.500000   141.500000
R2751                        0.000000  1800.000000
R2752                        0.000000  1800.000000
R2753                        0.000000  1647.000000
R2754                        0.000000  2700.000000
R2755                        0.000000  1800.000000
R2756                        0.000000  1800.000000
R2757                        0.000000  1647.000000
R2758                        0.000000  1800.000000
R2759                        0.000000  1800.000000
R2760                     1072.000000  1072.000000
R2761                        0.000000  1072.000000
R2762                        0.000000  1072.000000
R2763                        0.000000  1800.000000
R2764                        0.000000  3600.000000
R2765                        0.000000  1800.000000
R2766                        0.000000  3600.000000
R2767                     3600.000000  3600.000000
R2768                     1800.000000  1800.000000
R2769                        0.000000  1800.000000
R2770                        0.000000  1150.000000
R2771                        0.000000     0.000000
R2772                      650.000000  1800.000000
R2773                        0.000000  1800.000000
R2774                        0.000000  1800.000000
R2775                        0.000000  1800.000000
R2776                        0.000000  1800.000000
R2777                        0.000000  3600.000000
R2778                        0.000000  1800.000000
R2779                      103.250000  1800.000000
R2780                        0.000000  2346.750000
R2781                        0.000000  1800.000000
R2782                        0.000000  1800.000000
R2783                        0.000000  3600.000000
R2784                        0.000000  1150.000000
R2785                        0.000000     0.000000
R2786                        0.000000  1800.000000
R2787                        0.000000  1800.000000
R2788                        0.000000  1800.000000
R2789                        0.000000  3600.000000
R2790                        0.000000  6300.000000
R2791                        0.000000  1800.000000
R2792                        0.000000  1800.000000
R2793                        0.000000  1800.000000
R2794                        0.000000  3600.000000
R2795                        0.000000  1800.000000
R2796                        0.000000  1800.000000
R2797                        0.000000  1800.000000
R2798                        0.000000  1800.000000
R2799                        0.000000  2950.000000
R2800                        0.000000  1800.000000
R2801                        0.000000  1800.000000
R2802                        0.000000  3300.000000
R2803                        0.000000  8100.000000
R2804                        0.000000  6300.000000
R2805                        0.000000  8950.000000
R2806                        1.000000  5400.000000
R2807                        0.000000  1800.000000
R2808                        0.000000  3600.000000
R2809                        0.000000  5400.000000
R2810                        0.000000  1800.000000
R2811                        0.000000     0.000000
R2812                        0.000000  4500.000000
R2813                        0.000000     0.000000
R2814                        0.000000  1800.000000
R2815                        0.000000  1800.000000
R2816                        0.000000  2950.000000
R2817                        0.000000  1800.000000
R2818                        0.000000  1800.000000
R2819                        0.000000  1800.000000
R2820                        0.000000  1800.000000
R2821                        0.000000  3025.000000
R2822                        0.000000  1800.000000
R2823                        0.000000  1800.000000
R2824                        0.000000  3025.000000
R2825                        0.000000  1800.000000
R2826                        0.000000  1800.000000
R2827                        0.000000  1800.000000
R2828                        0.000000  1800.000000
R2829                        0.000000  1800.000000
R2830                        0.000000  1800.000000
R2831                        0.000000  1800.000000
R2832                        0.000000  1800.000000
R2833                      575.000000  3600.000000
R2834                        0.000000  3600.000000
R2835                        0.000000  3025.000000
R2836                        0.000000  1800.000000
R2837                        0.000000  2297.000000
R2838                        0.000000  1800.000000
R2839                        0.000000  1800.000000
R2840                        0.000000  1800.000000
R2841                        0.000000  1800.000000
R2842                        0.000000  1800.000000
R2843                        0.000000  1800.000000
R2844                      575.000000  3600.000000
R2845                        0.000000  1800.000000
R2846                        0.000000  1800.000000
R2847                        0.000000  1800.000000
R2848                        0.000000  1800.000000
R2849                        0.000000  1800.000000
R2850                        0.000000  1800.000000
R2851                        0.000000  1800.000000
R2852                        0.000000  4500.000000
R2853                        0.000000  1800.000000
R2854                        0.000000  4500.000000
R2855                        0.000000  1150.000000
R2856                      497.000000   497.000000
R2857                        0.000000  1800.000000
R2858                        0.000000  1800.000000
R2859                        0.000000  1800.000000
R2860                        0.000000  2700.000000
R2861                        0.000000  1800.000000
R2862                        0.000000  3600.000000
R2863                        0.000000  5400.000000
R2864                        0.000000  8099.000000
R2865                        1.000000  3600.000000
R2866                        0.000000  1800.000000
R2867                     1800.000000  1800.000000
R2868                     1800.000000  1800.000000
R2869                     1800.000000  3600.000000
R2870                        1.000000  2951.000000
R2871                        0.000000  1800.000000
R2872                        0.000000  1800.000000
R2873                        0.000000  7200.000000
R2874                        0.000000  3600.000000
R2875                        0.000000  3600.000000
R2876                        0.000000  7200.000000
R2877                        0.000000  7200.000000
R2878                        0.000000  4500.000000
R2879                       52.500000  1852.500000
R2880                        0.000000  1306.000000
R2881                     1800.000000  4500.000000
R2882                        0.000000     0.000000
R2883                        0.000000  2596.000000
R2884                        0.000000  3600.000000
R2885                     1133.000000  1133.000000
R2886                        0.000000  5400.000000
R2887                        0.000000  3600.000000
R2888                        0.000000  4500.000000
R2889                        0.000000  1800.000000
R2890                        0.000000  1800.000000
R2891                        0.000000  1800.000000
R2892                        0.000000  1800.000000
R2893                        0.000000  1800.000000
R2894                        0.000000  1800.000000
R2895                        0.000000  1800.000000
R2896                        0.000000  1800.000000
R2897                        0.000000  1800.000000
R2898                        0.000000  1800.000000
R2899                        0.000000  1800.000000
R2900                        0.000000  1800.000000
R2901                        0.000000     0.000000
R2902                        0.000000  1800.000000
R2903                        0.000000  1800.000000
R2904                        0.000000  1800.000000
R2905                        0.000000  1800.000000
R2906                        0.000000  1800.000000
R2907                        0.000000  1800.000000
R2908                        0.000000  1800.000000
R2909                        0.000000  1800.000000
R2910                        0.000000  1800.000000
R2911                        0.000000  1800.000000
R2912                        0.000000  1800.000000
R2913                        0.000000  3600.000000
R2914                        0.000000  1800.000000
R2915                        0.000000  1800.000000
R2916                        0.000000  1800.000000
R2917                        0.000000  1800.000000
R2918                        0.000000  1800.000000
R2919                        0.000000  1800.000000
R2920                        0.000000  1800.000000
R2921                        0.000000  1800.000000
R2922                        0.000000  1800.000000
R2923                        0.000000  1800.000000
R2924                        0.000000  1800.000000
R2925                        0.000000  1800.000000
R2926                       86.000000  3686.000000
R2927                     1152.500000  1152.500000
R2928                        0.000000  4500.000000
R2929                        0.000000  4500.000000
R2930                        0.000000  4500.000000
R2931                      548.000000   548.000000
R2932                      517.500000  5400.000000
R2933                     1800.000000  1800.000000
R2934                        0.000000  1800.000000
R2935                      544.000000  5400.000000
R2936                        0.000000  4500.000000
R2937                        0.000000  3056.000000
R2938                        0.000000  1800.000000
R2939                      544.000000  4500.000000
R2940                        0.000000  1800.000000
R2941                        0.000000  1800.000000
R2942                        0.000000  5400.000000
R2943                        0.000000  1800.000000
R2944                        0.000000  1800.000000
R2945                        0.000000  3600.000000
R2946                        0.000000  3600.000000
R2947                        0.000000  3600.000000
R2948                        0.000000     0.000000
R2949                        0.000000  4500.000000
R2950                        0.000000  4500.000000
R2951                        0.000000  4500.000000
R2952                        0.000000  1700.000000
R2953                        0.000000  4500.000000
R2954                        0.000000  4500.000000
R2955                        0.000000  4500.000000
R2956                        0.000000  1800.000000
R2957                        0.000000     0.000000
R2958                        0.000000  1800.000000
R2959                        0.000000  1900.000000
R2960                        0.000000  1800.000000
R2961                        0.000000  1650.000000
R2962                        0.000000  1150.000000
R2963                       50.000000  2800.000000
R2964                        0.000000   512.250000
R2965                     1800.000000  3600.000000
R2966                        0.000000  1800.000000
R2967                        0.000000  1800.000000
R2968                        0.000000  3600.000000
R2969                      650.000000  2950.000000
R2970                        0.000000  4500.000000
R2971                        0.000000  4500.000000
R2972                     1800.000000  1800.000000
R2973                      650.000000  1800.000000
R2974                        0.000000  3450.000000
R2975                        0.000000  1800.000000
R2976                        0.000000     0.000000
R2977                        0.000000  1800.000000
R2978                        0.000000  5400.000000
R2979                        0.000000  3600.000000
R2980                        0.000000  1800.000000
R2981                        0.000000  3600.000000
R2982                     1300.000000  3600.000000
R2983                        0.000000  1150.000000
R2984                        0.000000  2300.000000
R2985                        0.000000     0.000000
R2986                        0.000000  1800.000000
R2987                        0.000000  3600.000000
R2988                        0.000000  1800.000000
R2989                        0.000000  3686.000000
R2990                        0.000000  1800.000000
R2991                        0.000000  3600.000000
R2992                        0.000000  7200.000000
R2993                        0.000000  1800.000000
R2994                        0.000000  1800.000000
R2995                        0.000000  7200.000000
R2996                        0.000000  3600.000000
R2997                        0.000000  3600.000000
R2998                        0.000000  1800.000000
R2999                        0.000000  1800.000000
R3000                        0.000000  3600.000000
R3001                        0.000000  5037.000000
R3002                        0.000000  5400.000000
R3003                        0.000000  3600.000000
R3004                        0.000000  1800.000000
R3005                        0.000000  2450.000000
R3006                     1800.000000  1800.000000
R3007-artificial_secrete 11187.750000 11187.750000
R3008-artificial_secrete  4800.000000  4800.000000
R3009-artificial_secrete   600.000000   600.000000
R3010-artificial_secrete  3797.000000  3797.000000
R3011-artificial_secrete 12352.500000 12352.500000
R3012-artificial_secrete   600.000000   600.000000
R3013-artificial_secrete  1317.000000  1317.000000
R3014-artificial_secrete  4013.250000  4013.250000
R3015-artificial_secrete 15868.250000 15868.250000
